"","observation_id","species_id","scientific_name","year","month","latitude","longitude"
"1183",871,240,"Phyciodes batesii",2011,8,45.2875738,-75.7980754
"2092",60606,240,"Phyciodes batesii",2003,6,45.390885,-75.935051
"2096",60609,240,"Phyciodes batesii",2003,6,45.390885,-75.935051
"2098",60612,240,"Phyciodes batesii",2003,6,45.390885,-75.935051
"2102",2301,240,"Phyciodes batesii",2003,6,45.390885,-75.935051
"6471",6143,240,"Phyciodes batesii",2012,5,45.315707,-75.864448
"6571",6257,240,"Phyciodes batesii",2012,5,45.384803,-76.076608
"6872",6560,240,"Phyciodes batesii",2012,5,45.315707,-75.864448
"7256",6957,240,"Phyciodes batesii",2012,5,45.31456,-75.862688
"7324",7014,240,"Phyciodes batesii",2012,5,45.315707,-75.864448
"7333",7023,240,"Phyciodes batesii",2012,5,45.315707,-75.864448
"7413",7078,240,"Phyciodes batesii",2012,5,45.394417,-75.955171
"7663",7306,240,"Phyciodes batesii",2012,6,45.073653,-75.817679
"18575",17403,240,"Phyciodes batesii",2012,7,51.955354,-112.980556
"28492",27143,240,"Phyciodes batesii",1999,7,51.95,-112.95
"28493",27144,240,"Phyciodes batesii",2000,7,51.95,-112.95
"28494",27145,240,"Phyciodes batesii",2001,6,50.75,-113.13
"28609",27260,240,"Phyciodes batesii",2006,6,51.94,-112.96
"30277",28902,240,"Phyciodes batesii",2012,6,49.918671,-97.117403
"30279",28905,240,"Phyciodes batesii",2012,7,49.918671,-97.117403
"30280",28906,240,"Phyciodes batesii",2011,7,55.493638,-98.014326
"31371",29984,240,"Phyciodes batesii",2012,7,53.019947,-107.610826
"32080",30691,240,"Phyciodes batesii",1981,6,45.400379,-71.882858
"32081",30692,240,"Phyciodes batesii",1986,6,45.389439,-71.477652
"32083",30694,240,"Phyciodes batesii",1981,6,45.167848,-72.039371
"32084",30695,240,"Phyciodes batesii",1981,6,46.149394,-73.227482
"32086",30697,240,"Phyciodes batesii",1988,7,49.640956,-110.148926
"34471",33058,240,"Phyciodes batesii",2012,8,53.541057,-117.889644
"39341",37588,240,"Phyciodes batesii",2013,6,45.315707,-75.864448
"39362",37608,240,"Phyciodes batesii",2013,6,45.315707,-75.864448
"39505",37753,240,"Phyciodes batesii",2013,6,45.069167,-75.818828
"39513",37762,240,"Phyciodes batesii",2013,6,45.065528,-75.830909
"39548",37804,240,"Phyciodes batesii",2013,6,44.794917,-79.174273
"39768",38052,240,"Phyciodes batesii",2013,6,45.314967,-75.867645
"39844",38117,240,"Phyciodes batesii",2013,6,45.384257,-76.077483
"40008",38256,240,"Phyciodes batesii",2013,6,45.315707,-75.864448
"40018",38269,240,"Phyciodes batesii",2013,6,45.090975,-75.883598
"42771",40875,240,"Phyciodes batesii",2013,6,57.245251,-111.593285
"42809",40921,240,"Phyciodes batesii",2013,7,57.209291,-111.688042
"45891",70216,240,"Phyciodes batesii",2013,7,51.935375,-112.985115
"45900",43806,240,"Phyciodes batesii",2013,7,51.935375,-112.985115
"46065",44063,240,"Phyciodes batesii",2013,7,53.6246,-113.9574
"46467",44365,240,"Phyciodes batesii",2013,7,57.209291,-111.688042
"47824",45606,240,"Phyciodes batesii",2013,7,44.917167,-81.371269
"47829",45623,240,"Phyciodes batesii",2013,7,44.917167,-81.371269
"52297",49870,240,"Phyciodes batesii",2013,7,53.38056,-112.52741
"55170",52525,240,"Phyciodes batesii",2013,7,49.654102,-109.473747
